332320532	1	8320634	2017-01-01	17433346	1	1	1000	34222371	34218657	10239275	1	1.23
332320533	1	8320634	2017-01-01	17433346	1	1	1	34216125	34215985	10237297	1	1.23
332320534	1	8320634	2017-01-01	17433346	1	1	500	34222371	34218657	10239275	1	1.23
332320535	1	8320634	2017-01-01	17433346	1	1	1	34216125	34215985	10237297	1	1.23
290374767	1	8320634	2017-01-03	10525097	1	720	695	40172159	9889668	10534981	1.0332	1
290374768	1	8320634	2017-01-03	10525097	1	130	395	47404101	9889668	10534981	1.02795	1
290374769	1	8320634	2017-01-03	10525097	1	1000	895	47372247	9889668	10534981	1.029	1
290374770	1	8320634	2017-01-03	10525097	1	500	795	44952447	2042581	10534981	1.13505	1
290374771	1	8320634	2017-01-03	10525097	1	1000	795	23856130	9889668	10534981	1.029	1
290374772	1	8320634	2017-01-03	10525097	1	1000	495	8312064	9889668	10534981	1.03005	1
290374773	1	8320634	2017-01-03	10525097	1	400	195	44943756	9889668	10534981	1.12665	1
290374774	1	8320634	2017-01-03	10525097	1	1200	395	8592905	9889668	10534981	1.12665	1
290374775	1	8320634	2017-01-03	10525097	1	1200	325	25524274	9889668	10534981	1.12665	1
290374776	1	8320634	2017-01-03	10525097	1	500	225	40443923	9889668	10534981	1.03005	1
290374777	1	8320634	2017-01-03	10525097	1	500	295	41374964	9889668	10534981	1.03005	1
290374778	1	8320634	2017-01-03	10525097	1	600	345	20896448	9889668	10534981	1.02795	1
290546994	1	8320634	2017-01-05	28845626	3	1500	147	48538617	2042888	36000718	1.12462	1.05
290546995	1	8320634	2017-01-05	28845626	2	1000	22	28695696	2042882	23714827	1.1128	1.05
290546996	1	8320634	2017-01-05	28845626	6	1980	199	15861904	2042878	10237379	1.1984	1.05
290546997	1	8320634	2017-01-05	28845626	6	9000	234	21538907	2042875	10238557	1.15329	1.05
290546998	1	8320634	2017-01-05	28845626	6	6000	330	41102182	8409390	10238999	1.1972	1.05
290546999	1	8320634	2017-01-05	28845626	6	9000	294	23583602	8409390	15088836	1.1972	1.05
290547000	1	8320634	2017-01-05	28845626	6	9000	234	16925712	2042884	10233731	1.15676	1.05
290547001	1	8320634	2017-01-05	28845626	1	338	129	47000184	2042537	10232292	1.28816	1.05
290547002	1	8320634	2017-01-05	28845626	2	260	298	21641994	2042682	21641744	1.07	1.05
290547003	1	8320634	2017-01-05	28845626	1	30	145	10092977	2042714	10231405	1.1342	1.05
290547004	1	8320634	2017-01-05	28845626	2	312	178	49738631	9792300	21641744	1.07963	1.05
290547005	1	8320634	2017-01-05	28845626	1	125	129	41742137	11577173	39062244	1.20878	1.05
290547006	1	8320634	2017-01-05	28845626	1	150	109	38067576	11577173	12275870	1.20054	1.05
290547007	1	8320634	2017-01-05	28845626	1	100	89	26212531	11577173	12282406	1.18877	1.05
290547008	1	8320634	2017-01-05	28845626	1	200	179	45352441	9889747	39802539	1.19112	1.05
290547009	1	8320634	2017-01-05	28845626	1	180	199	44554825	9889731	10231453	1.09354	1.05
290547010	1	8320634	2017-01-05	28845626	2	400	478	41226357	2042662	12279957	1.35473	1.05
290547011	1	8320634	2017-01-05	28845626	1	188	179	41241531	2042668	11377977	1.15132	1.05
290547012	1	8320634	2017-01-05	28845626	1	300	199	18724771	2042680	21641744	1.07	1.05
290547013	1	8320634	2017-01-05	28845626	1	500	99	42029005	11577163	10236200	1.27544	1.05
290547014	1	8320634	2017-01-05	28845626	1	220	59	28904184	11577163	10236200	1.27651	1.05
290547015	1	8320634	2017-01-05	28845626	2	350	78	40901950	2042555	10233055	1.0914	1.05
290547016	1	8320634	2017-01-05	28845626	2	400	110	10033307	2042562	10236070	1.18289	1.05
290547017	1	8320634	2017-01-05	28845626	1	125	79	25180360	2042556	10232894	1.08177	1.05
290547018	1	8320634	2017-01-05	28845626	1	250	129	28940895	2053150	10236070	1.07	1.05
290547019	1	8320634	2017-01-05	28845626	1	397	69	10189768	9792300	10232894	1.07	1.05
290547020	1	8320634	2017-01-05	28845626	1	500	169	10006585	2042543	10234197	1.20654	1.05
291951759	1	8320634	2017-01-11	28845626	1	150	119	44901488	11577173	10238239	1.21466	1.073
291951760	1	8320634	2017-01-11	28845626	1	200	79	47489534	11577173	12275870	1.20525	1.073
291951761	1	8320634	2017-01-11	28845626	1	80	99	47003417	11577173	12276098	1.19112	1.073
291951762	1	8320634	2017-01-11	28845626	1	150	109	38067576	11577173	12275870	1.20054	1.073
291951763	1	8320634	2017-01-11	28845626	1	250	135	11513956	9889731	10231453	1.09354	1.073
291951764	1	8320634	2017-01-11	28845626	2	376	358	41241531	2042668	11377977	1.15132	1.073
291951765	1	8320634	2017-01-11	28845626	1	200	69	10028093	2042641	13251746	1.10852	1.073
291951766	1	8320634	2017-01-11	28845626	1	144	149	40468477	2042927	10563450	1.18342	1.073
291951767	1	8320634	2017-01-11	28845626	6	6000	330	41102176	8409390	10238999	1.1972	1.073
295159080	1	8320634	2017-01-14	28845626	6	3000	159	16880025	2042894	10235041	1.17957	1.05
295159081	1	8320634	2017-01-14	28845626	6	1980	199	15861904	2042878	10237379	1.1984	1.05
295159082	1	8320634	2017-01-14	28845626	6	1980	289	23544711	2042875	10232751	1.34743	1.05
295159083	1	8320634	2017-01-14	28845626	1	250	99	13318374	11577173	12275870	1.25586	1.05
295159084	1	8320634	2017-01-14	28845626	1	100	249	48489326	2042840	10238921	1.177	1.05
295159085	1	8320634	2017-01-14	28845626	1	400	89	48487562	2042569	10232894	1.07	1.05
295159086	1	8320634	2017-01-14	28845626	3	1500	147	48538617	2042888	36000718	1.12462	1.05
295159087	1	8320634	2017-01-14	28845626	1	1000	109	47416591	11577170	10237297	1.13848	1.05
295159088	1	8320634	2017-01-14	28845626	1	250	79	47358677	11577169	10237297	1.08284	1.05
295159089	1	8320634	2017-01-14	28845626	1	225	99	43244916	2042634	10236380	1.18995	1.05
295159090	1	8320634	2017-01-14	28845626	1	180	159	43387364	2042631	10238992	1.24644	1.05
295159091	1	8320634	2017-01-14	28845626	1	300	165	40249992	2042667	10238637	1.21584	1.05
295159092	1	8320634	2017-01-14	28845626	1	250	79	11731817	2042637	10236144	1.1235	1.05
295159093	1	8320634	2017-01-14	28845626	1	212	189	10022649	2042667	10235115	1.21584	1.05
295159094	1	8320634	2017-01-14	28845626	2	400	478	41226357	2042662	12279957	1.35473	1.05
295159095	1	8320634	2017-01-14	28845626	1	360	149	43080469	8301528	10236144	1.07856	1.05
295159096	1	8320634	2017-01-14	28845626	1	360	109	38662033	2042634	10234427	1.20525	1.05
295159097	1	8320634	2017-01-14	28845626	1	200	149	16242701	11577173	37839096	1.21702	1.05
295159098	1	8320634	2017-01-14	28845626	1	130	99	16578818	11577173	12275870	1.21702	1.05
295159099	1	8320634	2017-01-14	28845626	1	150	109	38067576	11577173	12275870	1.20054	1.05
295159100	1	8320634	2017-01-14	28845626	2	400	110	10033307	2042562	10236070	1.18289	1.05
295159101	1	8320634	2017-01-14	28845626	1	175	99	43500262	2042641	13251746	1.10852	1.05
295159102	1	8320634	2017-01-14	28845626	1	140	179	37940736	9889731	10231754	1.18759	1.05
295159103	1	8320634	2017-01-14	28845626	1	160	129	47265102	2042574	10563530	1.0807	1.05
